id,time,lat,lon,temp,precip,cloudcover,humidity,pressure,sunset,winddir,windgust,windspeed,venue_city,home_country_id
2188,2016-08-13T13:30:00,53.746111,-0.367778,,0.0,,,,,,,,Hull,462
2197,2016-08-13T16:00:00,53.789167,-2.230278,16.7,0.0,58.8,71.61,1021.9,2016-08-13T20:41:42+01:00,283.0,,18.3,Burnley,462
2208,2016-08-13T16:00:00,51.398333,-0.085556,22.2,0.0,38.5,62.28,1022.3,2016-08-13T20:25:42+01:00,243.0,,15.4,London,462
2216,2016-08-13T16:00:00,53.438801,-2.966328,17.9,0.0,76.2,70.61,1023.2,2016-08-13T20:43:30+01:00,284.0,,27.3,Liverpool,462
2225,2016-08-13T16:00:00,54.578333,-1.216944,19.0,0.0,63.9,61.13,1019.7,2016-08-13T20:40:19+01:00,279.0,,26.6,Middlesbrough,462
2234,2016-08-13T16:00:00,50.905833,-1.391111,21.3,0.0,51.3,67.64,1023.1,2016-08-13T20:29:30+01:00,247.0,,20.6,Southampton,462
2244,2016-08-13T18:30:00,53.483176,-2.20038,19.7,0.0,,56.25,,2016-08-13T20:40:35+01:00,192.0,20.3,8.6,Manchester,462
2254,2016-08-14T14:30:00,50.735278,-1.838333,25.2,0.0,,43.76,,2016-08-14T20:28:53+01:00,147.0,12.0,4.4,Bournemouth,462
2263,2016-08-14T17:00:00,51.55505,-0.108046,22.4,0.0,3.6,44.71,1025.1,2016-08-14T20:24:17+01:00,41.0,,12.1,London,462
2277,2016-08-15T21:00:00,51.481579,-0.191094,17.8,0.0,4.9,62.75,1022.8,2016-08-15T20:22:26+01:00,106.0,,13.5,London,462
2286,2016-08-19T21:00:00,53.46315,-2.291444,16.1,0.0,65.9,89.64,1000.3,2016-08-19T20:27:56+01:00,155.0,,15.1,Manchester,462
2295,2016-08-20T13:30:00,52.988419,-2.175398,18.1,0.0,,78.25,,2016-08-20T20:23:59+01:00,251.0,25.6,10.2,Stoke,462
2306,2016-08-20T16:00:00,51.642763,-3.934579,16.6,0.0,13.4,83.12,1004.1,2016-08-20T20:27:36+01:00,249.0,87.4,70.1,Swansea,515
2315,2016-08-20T16:00:00,51.390098,0.021055,18.0,0.0,52.2,66.8,1007.4,2016-08-20T20:11:11+01:00,231.0,53.4,32.5,London,462
2324,2016-08-20T16:00:00,51.649836,-0.401486,17.7,0.0,65.5,71.28,1006.3,2016-08-20T20:13:30+01:00,236.0,52.7,31.8,Watford,462
2334,2016-08-20T16:00:00,52.509068,-1.963892,17.7,0.0,74.6,79.09,1001.7,2016-08-20T20:21:54+01:00,200.0,59.8,29.6,West Bromwich,462
2344,2016-08-20T16:00:00,53.789167,-2.230278,16.9,0.0,57.8,82.53,996.9,2016-08-20T20:26:21+01:00,214.0,52.7,34.1,Burnley,462
2353,2016-08-20T18:30:00,52.620278,-1.142222,16.7,0.0,,77.2,,2016-08-20T20:18:54+01:00,213.0,38.7,24.3,Leicester,462
2362,2016-08-21T14:30:00,54.91443,-1.388159,18.7,0.0,,75.08,,2016-08-21T20:23:48+01:00,318.0,14.0,5.4,Sunderland,462
2373,2016-08-21T17:00:00,51.538736,-0.016552,21.0,0.0,7.7,53.88,1018.9,2016-08-21T20:09:37+01:00,264.0,42.5,23.5,London,462
2382,2016-08-27T13:30:00,51.390098,0.021055,,0.0,,,,,,,,London,462
2391,2016-08-27T16:00:00,51.481579,-0.191094,23.8,0.0,10.6,62.95,1012.9,2016-08-27T19:57:21+01:00,98.0,,19.4,London,462
2400,2016-08-27T16:00:00,51.398333,-0.085556,23.7,0.0,15.9,65.86,1012.8,2016-08-27T19:56:46+01:00,90.0,,15.9,London,462
2411,2016-08-27T16:00:00,53.438801,-2.966328,19.9,0.0,78.2,66.87,1015.0,2016-08-27T20:12:25+01:00,103.0,,12.5,Liverpool,462
2420,2016-08-27T16:00:00,52.620278,-1.142222,17.6,0.0,69.1,82.86,1015.3,2016-08-27T20:03:25+01:00,39.0,,12.7,Leicester,462
2429,2016-08-27T16:00:00,50.905833,-1.391111,21.5,0.0,59.6,80.14,1013.3,2016-08-27T20:01:03+01:00,207.0,,14.4,Southampton,462
2438,2016-08-27T16:00:00,51.649836,-0.401486,24.2,0.0,63.8,61.05,1013.0,2016-08-27T19:58:31+01:00,95.0,,22.0,Watford,462
2449,2016-08-27T18:30:00,53.746111,-0.367778,16.6,0.0,88.0,83.35,,2016-08-27T20:02:42+01:00,156.0,10.9,9.5,Hull,462
2458,2016-08-28T14:30:00,52.509068,-1.963892,21.6,0.0,,73.84,,2016-08-28T20:04:13+01:00,168.0,7.5,2.5,West Bromwich,462
2467,2016-08-28T17:00:00,53.483176,-2.20038,19.1,0.0,18.9,72.56,1013.5,2016-08-28T20:07:07+01:00,333.0,,15.2,Manchester,462
2476,2016-09-10T13:30:00,53.46315,-2.291444,18.3,0.0,,65.08,,2016-09-10T19:36:22+01:00,36.0,3.3,0.5,Manchester,462
2486,2016-09-10T16:00:00,50.735278,-1.838333,17.8,0.0,78.4,93.92,1011.6,2016-09-10T19:31:53+01:00,298.0,50.0,11.5,Bournemouth,462
2496,2016-09-10T16:00:00,51.55505,-0.108046,18.5,0.0,12.8,93.86,1011.4,2016-09-10T19:25:45+01:00,203.0,,16.7,London,462
2505,2016-09-10T16:00:00,53.789167,-2.230278,15.6,0.0,43.4,64.0,1010.6,2016-09-10T19:36:27+01:00,288.0,,6.0,Burnley,462
2515,2016-09-10T16:00:00,54.578333,-1.216944,15.4,0.0,66.4,61.84,1010.2,2016-09-10T19:33:16+01:00,25.0,,8.0,Middlesbrough,462
2525,2016-09-10T16:00:00,52.988419,-2.175398,15.3,0.0,83.8,70.23,1010.9,2016-09-10T19:35:24+01:00,327.0,,6.7,Stoke,462
2535,2016-09-10T16:00:00,51.538736,-0.016552,18.5,0.0,17.0,94.02,1011.5,2016-09-10T19:25:22+01:00,202.0,,17.5,London,462
2545,2016-09-10T18:30:00,53.430622,-2.960919,,0.0,,,,,,,,Liverpool,462
2555,2016-09-11T17:00:00,51.642763,-3.934579,17.9,0.0,5.2,67.22,1013.8,2016-09-11T19:38:49+01:00,163.0,50.4,28.4,Swansea,515
2566,2016-09-12T21:00:00,54.91443,-1.388159,19.3,0.0,77.7,81.97,1009.5,2016-09-12T19:29:13+01:00,167.0,,18.5,Sunderland,462
2578,2016-09-16T21:00:00,51.481579,-0.191094,15.7,0.0,10.4,67.51,1016.5,2016-09-16T19:12:13+01:00,323.0,,18.4,London,462
2589,2016-09-17T16:00:00,53.746111,-0.367778,14.7,0.0,97.1,80.98,1022.4,2016-09-17T19:11:43+01:00,22.0,,14.7,Hull,462
2600,2016-09-17T16:00:00,52.620278,-1.142222,15.5,0.0,100.0,73.34,1022.3,2016-09-17T19:14:15+01:00,3.0,,13.9,Leicester,462
2610,2016-09-17T16:00:00,53.483176,-2.20038,16.9,0.0,26.9,64.46,1023.0,2016-09-17T19:18:54+01:00,350.0,,11.8,Manchester,462
2622,2016-09-17T16:00:00,52.509068,-1.963892,16.6,0.0,78.0,67.77,1022.5,2016-09-17T19:17:29+01:00,349.0,,13.9,West Bromwich,462
2634,2016-09-17T18:30:00,53.438801,-2.966328,15.6,0.0,,67.92,,2016-09-17T19:21:56+01:00,302.0,14.4,4.7,Liverpool,462
2645,2016-09-18T13:00:00,51.649836,-0.401486,17.7,0.0,60.7,71.3,1021.2,2016-09-18T19:08:31+01:00,356.0,,8.8,Watford,462
2656,2016-09-18T15:15:00,51.398333,-0.085556,18.5,0.0,91.2,68.29,,2016-09-18T19:07:10+01:00,327.0,,9.7,London,462
2666,2016-09-18T15:15:00,50.905833,-1.391111,19.2,0.0,51.4,69.32,,2016-09-18T19:12:11+01:00,347.0,9.7,2.6,Southampton,462
2678,2016-09-18T17:30:00,51.390098,0.021055,,0.0,,,,,,,,London,462
2688,2016-09-24T13:30:00,53.46315,-2.291444,19.2,0.0,,69.62,,2016-09-24T19:02:06+01:00,267.0,29.1,15.7,Manchester,462
2698,2016-09-24T16:00:00,50.735278,-1.838333,19.3,0.0,12.9,73.71,1014.7,2016-09-24T19:00:23+01:00,198.0,46.4,20.5,Bournemouth,462
2710,2016-09-24T16:00:00,53.430622,-2.960919,19.4,0.0,72.5,64.22,1008.7,2016-09-24T19:04:47+01:00,164.0,51.8,23.3,Liverpool,462
2721,2016-09-24T16:00:00,54.578333,-1.216944,18.8,0.0,42.7,65.77,1009.4,2016-09-24T18:57:46+01:00,178.0,69.0,36.0,Middlesbrough,462
2732,2016-09-24T16:00:00,52.988419,-2.175398,18.2,0.0,78.1,68.26,1010.6,2016-09-24T19:01:39+01:00,190.0,50.1,26.7,Stoke,462
2744,2016-09-24T16:00:00,54.91443,-1.388159,18.0,0.0,74.4,68.9,1008.0,2016-09-24T18:58:27+01:00,185.0,69.3,26.3,Sunderland,462
2755,2016-09-24T16:00:00,51.642763,-3.934579,18.5,0.0,9.5,78.89,1010.7,2016-09-24T19:08:44+01:00,190.0,61.6,39.7,Swansea,515
2767,2016-09-24T18:30:00,51.55505,-0.108046,20.0,0.0,,59.99,,2016-09-24T18:53:27+01:00,132.0,13.0,3.2,London,462
2777,2016-09-25T17:00:00,51.538736,-0.016552,17.8,0.0,3.6,53.0,1017.6,2016-09-25T18:50:47+01:00,251.0,,22.1,London,462
2787,2016-09-26T21:00:00,53.789167,-2.230278,12.5,0.0,72.9,95.56,1018.8,2016-09-26T18:56:55+01:00,180.0,,11.7,Burnley,462
2799,2016-09-30T21:00:00,53.438801,-2.966328,12.2,0.0,30.3,72.76,1008.6,2016-09-30T18:50:12+01:00,207.0,,16.6,Liverpool,462
2809,2016-10-01T13:30:00,51.642763,-3.934579,13.7,0.0,,97.21,,2016-10-01T18:52:37+01:00,189.0,16.2,2.2,Swansea,515
2820,2016-10-01T16:00:00,53.746111,-0.367778,13.2,0.0,82.1,78.43,1005.3,2016-10-01T18:37:13+01:00,53.0,,17.3,Hull,462
2830,2016-10-01T16:00:00,54.91443,-1.388159,12.3,0.0,44.7,76.77,1007.4,2016-10-01T18:40:36+01:00,43.0,,16.3,Sunderland,462
2842,2016-10-01T16:00:00,51.649836,-0.401486,15.3,0.0,29.4,62.19,1004.2,2016-10-01T18:38:31+01:00,226.0,,11.1,Watford,462
2852,2016-10-01T16:00:00,51.538736,-0.016552,15.7,0.0,7.9,63.26,1004.4,2016-10-01T18:37:02+01:00,222.0,,11.6,London,462
2862,2016-10-02T13:00:00,53.46315,-2.291444,14.4,0.0,3.8,62.35,1018.5,2016-10-02T18:42:39+01:00,97.0,,6.0,Manchester,462
2874,2016-10-02T15:15:00,52.620278,-1.142222,16.2,0.0,31.7,62.95,,2016-10-02T18:38:36+01:00,311.0,6.5,3.7,Leicester,462
2885,2016-10-02T15:15:00,51.390098,0.021055,16.0,0.0,45.6,58.36,,2016-10-02T18:34:42+01:00,312.0,,13.9,London,462
2895,2016-10-02T17:30:00,53.789167,-2.230278,14.2,0.0,,65.48,,2016-10-02T18:42:12+01:00,266.0,2.1,0.3,Burnley,462
2903,2016-10-15T13:30:00,51.481579,-0.191094,14.8,0.0,,75.99,,2016-10-15T18:06:47+01:00,212.0,10.2,4.7,London,462
2914,2016-10-15T16:00:00,50.735278,-1.838333,13.7,0.0,79.0,79.93,1005.9,2016-10-15T18:14:28+01:00,160.0,40.7,24.0,Bournemouth,462
2928,2016-10-15T16:00:00,51.55505,-0.108046,16.4,0.0,5.4,56.15,1007.0,2016-10-15T18:06:20+01:00,186.0,,14.7,London,462
2939,2016-10-15T16:00:00,53.483176,-2.20038,13.6,0.0,36.5,65.09,1005.3,2016-10-15T18:11:39+01:00,164.0,,13.0,Manchester,462
2949,2016-10-15T16:00:00,52.988419,-2.175398,13.1,0.0,22.1,64.28,1005.4,2016-10-15T18:12:21+01:00,176.0,,12.3,Stoke,462
2959,2016-10-15T16:00:00,52.509068,-1.963892,14.7,0.0,40.6,55.89,1005.5,2016-10-15T18:12:16+01:00,151.0,,8.5,West Bromwich,462
2971,2016-10-15T18:30:00,51.398333,-0.085556,,0.0,,,,,,,,London,462
2981,2016-10-16T14:30:00,54.578333,-1.216944,13.5,0.0,,85.54,,2016-10-16T18:03:30+01:00,195.0,28.6,13.6,Middlesbrough,462
2991,2016-10-16T17:00:00,50.905833,-1.391111,15.4,0.0,9.6,71.71,1012.4,2016-10-16T18:10:21+01:00,205.0,,20.0,Southampton,462
3004,2016-10-17T21:00:00,53.430622,-2.960919,11.5,0.0,11.9,85.12,1016.5,2016-10-17T18:10:14+01:00,212.0,,17.6,Liverpool,462
3014,2016-10-22T13:30:00,50.735278,-1.838333,12.8,0.0,,70.37,,2016-10-22T18:00:16+01:00,31.0,18.0,8.1,Bournemouth,462
3023,2016-10-22T16:00:00,51.55505,-0.108046,13.4,0.0,8.2,60.47,1015.3,2016-10-22T17:51:44+01:00,20.0,,10.4,London,462
3033,2016-10-22T16:00:00,53.789167,-2.230278,9.6,0.0,56.1,79.43,1018.1,2016-10-22T17:55:29+01:00,48.0,,13.8,Burnley,462
3044,2016-10-22T16:00:00,53.746111,-0.367778,11.0,0.0,45.2,76.28,1017.3,2016-10-22T17:48:08+01:00,39.0,,14.6,Hull,462
3054,2016-10-22T16:00:00,52.620278,-1.142222,10.9,0.0,88.6,78.21,1016.5,2016-10-22T17:53:40+01:00,37.0,,12.5,Leicester,462
3065,2016-10-22T16:00:00,51.642763,-3.934579,11.4,0.0,5.2,75.91,1016.0,2016-10-22T18:06:51+01:00,101.0,,28.9,Swansea,515
3075,2016-10-22T16:00:00,51.538736,-0.016552,13.3,0.0,11.9,61.22,1015.2,2016-10-22T17:51:24+01:00,19.0,,9.5,London,462
3085,2016-10-22T18:30:00,53.430622,-2.960919,11.2,0.0,,53.87,,2016-10-22T17:59:12+01:00,64.0,19.4,7.9,Liverpool,462
3097,2016-10-23T14:30:00,53.483176,-2.20038,11.7,0.0,,66.34,,2016-10-23T17:53:53+01:00,326.0,6.9,2.4,Manchester,462
3106,2016-10-23T17:00:00,51.481579,-0.191094,11.9,0.0,9.0,67.3,1010.2,2016-10-23T17:50:13+01:00,72.0,38.9,19.3,London,462
3119,2016-10-29T13:30:00,54.91443,-1.388159,15.3,0.0,,85.85,,2016-10-29T17:34:01+01:00,223.0,3.9,0.8,Sunderland,462
3130,2016-10-29T16:00:00,53.46315,-2.291444,13.4,0.0,94.1,84.84,1033.2,2016-10-29T17:41:46+01:00,210.0,,9.6,Manchester,462
3140,2016-10-29T16:00:00,54.578333,-1.216944,14.5,0.0,81.4,86.17,1031.9,2016-10-29T17:34:19+01:00,208.0,,11.7,Middlesbrough,462
3152,2016-10-29T16:00:00,51.390098,0.021055,14.4,0.0,65.5,83.73,1033.7,2016-10-29T17:37:58+01:00,125.0,,3.9,London,462
3162,2016-10-29T16:00:00,51.649836,-0.401486,14.4,0.0,68.4,84.37,1033.7,2016-10-29T17:39:00+01:00,16.0,,3.8,Watford,462
3172,2016-10-29T16:00:00,52.509068,-1.963892,13.7,0.0,94.0,88.25,1033.3,2016-10-29T17:43:02+01:00,193.0,,7.9,West Bromwich,462
3183,2016-10-29T18:30:00,51.398333,-0.085556,,0.0,,,,,,,,London,462
3195,2016-10-30T14:30:00,53.438801,-2.966328,12.3,0.0,,58.11,,2016-10-30T16:42:32Z,159.0,11.2,4.7,Liverpool,462
3206,2016-10-30T17:00:00,50.905833,-1.391111,12.3,0.0,23.3,88.83,1028.2,2016-10-30T16:42:59Z,53.0,,13.2,Southampton,462
3216,2016-10-31T21:00:00,52.988419,-2.175398,9.7,0.0,8.8,94.74,1026.0,2016-10-31T16:38:41Z,79.0,,4.1,Stoke,462
3227,2016-11-05T16:00:00,50.735278,-1.838333,7.8,0.0,40.0,62.62,1008.2,2016-11-05T16:34:54Z,349.0,,22.1,Bournemouth,462
3238,2016-11-05T16:00:00,53.789167,-2.230278,5.4,0.0,26.7,66.69,1009.1,2016-11-05T16:26:57Z,335.0,,24.5,Burnley,462
3698,2016-11-05T16:00:00,53.483176,-2.20038,6.1,0.0,27.1,64.44,1009.8,2016-11-05T16:27:51Z,343.0,,20.9,Manchester,462
4018,2016-11-05T16:00:00,51.538736,-0.016552,8.2,0.0,12.3,59.04,1006.4,2016-11-05T16:25:15Z,324.0,,18.4,London,462
4380,2016-11-05T18:30:00,51.481579,-0.191094,6.7,0.0,,71.72,,2016-11-05T16:26:07Z,350.0,10.9,5.8,London,462
4403,2016-11-06T13:00:00,51.55505,-0.108046,7.4,0.0,12.3,61.02,1005.1,2016-11-06T16:23:54Z,317.0,,19.7,London,462
4427,2016-11-06T15:15:00,53.746111,-0.367778,7.2,0.0,50.0,75.78,,2016-11-06T16:17:49Z,24.0,32.0,16.3,Hull,462
4453,2016-11-06T15:15:00,53.430622,-2.960919,7.1,0.0,27.1,70.3,,2016-11-06T16:29:15Z,344.0,25.9,17.5,Liverpool,462
4481,2016-11-06T16:00:00,51.642763,-3.934579,8.2,0.0,6.9,66.98,1009.9,2016-11-06T16:38:55Z,19.0,50.5,22.9,Swansea,515
4507,2016-11-06T17:30:00,52.620278,-1.142222,3.5,0.0,,91.76,,2016-11-06T16:24:40Z,331.0,17.2,5.8,Leicester,462
4533,2016-11-19T13:30:00,53.46315,-2.291444,6.7,0.0,,79.7,,2016-11-19T16:06:05Z,151.0,15.1,5.4,Manchester,462
4559,2016-11-19T16:00:00,51.398333,-0.085556,5.5,0.0,44.5,81.23,1001.4,2016-11-19T16:05:47Z,184.0,,12.1,London,462
4586,2016-11-19T16:00:00,53.438801,-2.966328,5.6,0.0,32.0,77.68,997.0,2016-11-19T16:08:53Z,159.0,,11.1,Liverpool,462
4612,2016-11-19T16:00:00,50.905833,-1.391111,6.0,0.0,67.0,88.5,1000.1,2016-11-19T16:12:55Z,51.0,,11.0,Southampton,462
4638,2016-11-19T16:00:00,52.988419,-2.175398,3.4,0.0,51.6,88.2,998.3,2016-11-19T16:07:40Z,182.0,,10.8,Stoke,462
4668,2016-11-19T16:00:00,54.91443,-1.388159,2.0,0.0,22.0,89.17,995.6,2016-11-19T15:55:51Z,212.0,,11.7,Sunderland,462
4693,2016-11-19T16:00:00,51.649836,-0.401486,6.1,0.0,58.7,74.19,1000.6,2016-11-19T16:06:04Z,173.0,,12.2,Watford,462
4724,2016-11-19T18:30:00,51.390098,0.021055,,0.0,,,,,,,,London,462
4751,2016-11-20T17:00:00,54.578333,-1.216944,3.5,0.0,65.8,93.71,994.0,2016-11-20T15:55:23Z,314.0,,19.5,Middlesbrough,462
4778,2016-11-21T21:00:00,52.509068,-1.963892,8.1,0.0,90.7,96.69,986.1,2016-11-21T16:06:26Z,119.0,,11.4,West Bromwich,462
4804,2016-11-26T13:30:00,53.789167,-2.230278,5.5,0.0,,81.6,,2016-11-26T15:56:13Z,93.0,0.9,0.0,Burnley,462
4831,2016-11-26T16:00:00,53.746111,-0.367778,3.1,0.0,79.0,92.91,1021.8,2016-11-26T15:48:59Z,283.0,,7.7,Hull,462
4857,2016-11-26T16:00:00,52.620278,-1.142222,5.2,0.0,85.0,89.8,1021.7,2016-11-26T15:57:27Z,14.0,,9.0,Leicester,462
4885,2016-11-26T16:00:00,53.430622,-2.960919,1.2,0.0,58.5,90.75,1022.5,2016-11-26T16:00:53Z,287.0,,2.0,Liverpool,462
4912,2016-11-26T16:00:00,51.642763,-3.934579,7.2,0.0,1.6,73.39,1020.9,2016-11-26T16:13:00Z,291.0,,5.9,Swansea,515
4948,2016-11-26T18:30:00,51.481579,-0.191094,5.1,0.0,,94.21,,2016-11-26T15:58:44Z,133.0,1.7,0.0,London,462
4979,2016-11-27T13:00:00,51.649836,-0.401486,7.8,0.0,62.6,71.43,1025.7,2016-11-27T15:58:00Z,42.0,,17.9,Watford,462
5003,2016-11-27T15:15:00,51.55505,-0.108046,8.6,0.0,88.3,69.1,,2016-11-27T15:57:15Z,43.0,,11.2,London,462
5032,2016-11-27T17:30:00,53.46315,-2.291444,7.3,0.0,,82.61,,2016-11-27T15:57:06Z,43.0,4.8,1.6,Manchester,462
5062,2016-11-27T17:30:00,50.905833,-1.391111,7.3,0.0,,68.32,,2016-11-27T16:05:11Z,21.0,9.7,4.6,Southampton,462
5093,2016-12-03T13:30:00,53.483176,-2.20038,6.7,0.0,,69.45,,2016-12-03T15:52:05Z,93.0,15.9,2.0,Manchester,462
5118,2016-12-03T16:00:00,51.398333,-0.085556,5.6,0.0,28.9,66.64,1024.8,2016-12-03T15:53:55Z,89.0,,10.7,London,462
5145,2016-12-03T16:00:00,52.988419,-2.175398,5.0,0.0,100.0,77.57,1026.1,2016-12-03T15:54:32Z,92.0,,11.5,Stoke,462
5171,2016-12-03T16:00:00,54.91443,-1.388159,4.2,0.0,95.7,87.76,1027.4,2016-12-03T15:40:58Z,103.0,,3.7,Sunderland,462
5198,2016-12-03T16:00:00,51.390098,0.021055,5.4,0.0,32.3,67.4,1024.8,2016-12-03T15:53:32Z,89.0,,10.6,London,462
5223,2016-12-03T16:00:00,52.509068,-1.963892,5.8,0.0,96.2,76.87,1025.6,2016-12-03T15:56:06Z,83.0,,8.6,West Bromwich,462
5249,2016-12-03T18:30:00,51.538736,-0.016552,5.6,0.0,,74.9,,2016-12-03T15:52:59Z,84.0,4.7,1.4,London,462
5258,2016-12-04T14:30:00,50.735278,-1.838333,6.5,0.0,,64.09,,2016-12-04T16:03:31Z,63.0,20.0,7.7,Bournemouth,462
5269,2016-12-04T17:00:00,53.438801,-2.966328,4.3,0.0,0.4,74.72,1024.4,2016-12-04T15:54:49Z,111.0,,13.5,Liverpool,462
5279,2016-12-05T21:00:00,54.578333,-1.216944,0.7,0.0,28.3,92.81,1025.9,2016-12-05T15:41:01Z,157.0,,4.6,Middlesbrough,462
5290,2016-12-10T13:30:00,51.649836,-0.401486,12.2,0.0,,98.3,,2016-12-10T15:51:48Z,208.0,12.0,3.9,Watford,462
5301,2016-12-10T16:00:00,51.55505,-0.108046,13.0,0.0,13.4,88.52,1019.6,2016-12-10T15:51:06Z,217.0,,15.3,London,462
5312,2016-12-10T16:00:00,53.789167,-2.230278,8.5,0.0,64.9,91.97,1017.9,2016-12-10T15:47:47Z,261.0,,8.5,Burnley,462
5323,2016-12-10T16:00:00,53.746111,-0.367778,10.0,0.0,97.1,94.9,1017.5,2016-12-10T15:40:34Z,227.0,,10.8,Hull,462
5335,2016-12-10T16:00:00,51.642763,-3.934579,10.1,0.0,13.7,99.97,1019.7,2016-12-10T16:05:58Z,301.0,,10.1,Swansea,515
5346,2016-12-10T18:30:00,52.620278,-1.142222,9.0,0.0,,97.52,,2016-12-10T15:49:48Z,221.0,6.6,0.5,Leicester,462
5357,2016-12-11T13:00:00,51.481579,-0.191094,9.6,0.0,5.0,82.3,1025.5,2016-12-11T15:51:43Z,254.0,,13.9,London,462
5367,2016-12-11T15:15:00,53.46315,-2.291444,9.0,0.0,77.8,87.29,,2016-12-11T15:49:42Z,262.0,,12.1,Manchester,462
5379,2016-12-11T15:15:00,50.905833,-1.391111,8.5,0.0,49.1,90.58,,2016-12-11T15:59:19Z,299.0,2.8,2.9,Southampton,462
5389,2016-12-11T17:30:00,53.430622,-2.960919,8.4,0.0,,57.95,,2016-12-11T15:52:34Z,267.0,9.7,4.7,Liverpool,462
5399,2016-12-13T20:45:00,50.735278,-1.838333,12.1,0.0,88.2,92.13,,2016-12-13T16:01:57Z,193.0,16.7,10.2,Bournemouth,462
5412,2016-12-13T20:45:00,53.438801,-2.966328,10.8,0.0,82.5,79.94,,2016-12-13T15:52:27Z,142.0,13.0,8.7,Liverpool,462
5422,2016-12-14T20:45:00,54.578333,-1.216944,9.2,0.0,84.9,82.71,,2016-12-14T15:38:49Z,232.0,25.9,15.8,Middlesbrough,462
5432,2016-12-14T20:45:00,54.91443,-1.388159,8.2,0.0,41.6,93.32,,2016-12-14T15:37:27Z,152.0,9.7,4.0,Sunderland,462
5442,2016-12-14T20:45:00,51.538736,-0.016552,7.9,0.0,0.0,87.45,,2016-12-14T15:50:49Z,73.0,,11.0,London,462
5451,2016-12-14T21:00:00,51.398333,-0.085556,7.8,0.0,0.0,85.86,1020.7,2016-12-14T15:51:47Z,125.0,,13.1,London,462
5464,2016-12-14T21:00:00,52.509068,-1.963892,6.9,0.0,22.5,86.6,1018.9,2016-12-14T15:53:35Z,155.0,,9.9,West Bromwich,462
5474,2016-12-14T21:00:00,53.483176,-2.20038,6.6,0.0,1.2,89.09,1018.3,2016-12-14T15:49:11Z,153.0,,12.8,Manchester,462
5485,2016-12-14T21:00:00,52.988419,-2.175398,6.8,0.0,14.7,88.14,1018.6,2016-12-14T15:51:50Z,157.0,,12.9,Stoke,462
5494,2016-12-14T21:00:00,51.390098,0.021055,7.7,0.0,0.0,86.72,1020.7,2016-12-14T15:51:24Z,126.0,,13.1,London,462
5506,2016-12-17T13:30:00,51.398333,-0.085556,,0.0,,,,,,,,London,462
5516,2016-12-17T16:00:00,54.578333,-1.216944,4.6,0.0,64.1,88.21,1036.6,2016-12-17T15:39:16Z,225.0,,11.2,Middlesbrough,462
5526,2016-12-17T16:00:00,52.988419,-2.175398,5.9,0.0,74.6,96.72,1038.8,2016-12-17T15:52:22Z,259.0,,2.5,Stoke,462
5538,2016-12-17T16:00:00,54.91443,-1.388159,5.5,0.0,37.6,83.74,1035.6,2016-12-17T15:37:52Z,260.0,,14.5,Sunderland,462
5548,2016-12-17T16:00:00,51.538736,-0.016552,7.5,0.0,8.9,99.29,1039.3,2016-12-17T15:51:24Z,274.0,,2.3,London,462
5559,2016-12-17T18:30:00,52.509068,-1.963892,8.1,0.0,,96.1,,2016-12-17T15:54:08Z,161.0,2.7,1.0,West Bromwich,462
5569,2016-12-18T14:30:00,50.735278,-1.838333,8.4,0.0,,85.08,,2016-12-18T16:03:00Z,356.0,9.5,1.0,Bournemouth,462
5583,2016-12-18T17:00:00,53.483176,-2.20038,5.6,0.0,87.3,95.23,1033.3,2016-12-18T15:49:59Z,74.0,,7.9,Manchester,462
5592,2016-12-18T17:00:00,51.390098,0.021055,6.6,0.0,65.3,95.74,1034.4,2016-12-18T15:52:19Z,228.0,,2.6,London,462
5603,2016-12-19T21:00:00,53.438801,-2.966328,8.0,0.0,81.9,95.31,1024.6,2016-12-19T15:53:39Z,23.0,,9.5,Liverpool,462
5615,2016-12-26T13:30:00,51.649836,-0.401486,7.7,0.0,,70.82,,2016-12-26T15:57:11Z,262.0,26.5,12.1,Watford,462
5627,2016-12-26T16:00:00,51.55505,-0.108046,6.9,0.0,0.7,65.2,1035.5,2016-12-26T15:56:29Z,264.0,,11.9,London,462
5636,2016-12-26T16:00:00,53.789167,-2.230278,5.3,0.0,11.8,74.0,1030.3,2016-12-26T15:52:53Z,282.0,59.0,35.7,Burnley,462
5645,2016-12-26T16:00:00,51.481579,-0.191094,6.8,0.0,0.8,65.1,1035.6,2016-12-26T15:57:12Z,261.0,,12.1,London,462
5657,2016-12-26T16:00:00,52.620278,-1.142222,5.8,0.0,0.0,63.16,1033.6,2016-12-26T15:55:04Z,274.0,48.2,22.1,Leicester,462
5668,2016-12-26T16:00:00,53.46315,-2.291444,6.1,0.0,67.8,69.7,1032.7,2016-12-26T15:55:00Z,289.0,51.0,33.2,Manchester,462
5681,2016-12-26T16:00:00,51.642763,-3.934579,7.3,0.0,1.3,68.84,1037.9,2016-12-26T16:11:22Z,273.0,,13.2,Swansea,515
5693,2016-12-26T18:15:00,53.746111,-0.367778,6.1,0.0,25.0,76.07,,2016-12-26T15:45:41Z,289.0,19.4,4.8,Hull,462
5704,2016-12-27T18:15:00,53.430622,-2.960919,2.6,0.0,9.3,77.64,,2016-12-27T15:58:42Z,189.0,4.7,6.9,Liverpool,462
